Region,Product_ID,Sales_Amount,Quantity_Sold,Unit_Price,Discount,Profit_Margin,Sales_Date,Sales_Channel,Customer_Segment
South,P3017,529.27,56,7.66,0.01,0.33,2033-01-22,Offline,Small Business
East,P3401,607.18,54,23.73,0.14,0.16,2033-01-23,Offline,Corporate
North,P3201,230.53,94,26.44,0.23,0.41,2033-01-24,Online,Corporate
South,P3776,304.88,17,30.24,0.1,0.38,2033-01-25,Offline,Small Business
North,P4545,713.14,8,51.95,0.16,0.18,2033-01-26,Wholesale,Corporate
West,P7337,260.41,16,56.71,0.17,0.49,2033-01-27,Online,Corporate
South,P2186,526.95,95,46.78,0.3,0.25,2033-01-28,Online,Small Business
North,P7853,411.65,84,10.55,0.14,0.2,2033-01-29,Wholesale,Retail
West,P7442,560.47,2,69.46,0.1,0.25,2033-01-30,Offline,Small Business
Central,P6471,201.46,6,5.65,0.26,0.29,2033-01-31,Online,Corporate
South,P8753,944.75,30,96.17,0.17,0.39,2033-02-01,Offline,Corporate
North,P9365,986.25,54,24.91,0.13,0.17,2033-02-02,Offline,Corporate
West,P7394,682.69,2,90.46,0.05,0.25,2033-02-03,Wholesale,Retail
West,P1279,195.0,32,5.25,0.03,0.42,2033-02-04,Online,Corporate
North,P6497,755.09,94,36.25,0.03,0.07,2033-02-05,Online,Retail
Central,P9388,731.46,72,77.65,0.22,0.47,2033-02-06,Offline,Small Business
West,P8882,767.95,26,96.37,0.19,0.39,2033-02-07,Online,Retail
East,P5803,69.76,19,99.02,0.17,0.15,2033-02-08,Wholesale,Retail
West,P3125,514.25,33,83.95,0.1,0.4,2033-02-09,Wholesale,Corporate
Central,P5417,109.5,34,71.79,0.23,0.1,2033-02-10,Online,Retail
East,P9269,124.28,64,65.15,0.05,0.34,2033-02-11,Online,Corporate
East,P3180,534.57,79,18.16,0.26,0.16,2033-02-12,Online,Corporate
North,P5833,528.91,23,29.99,0.07,0.47,2033-02-13,Wholesale,Small Business
West,P1355,978.75,71,24.82,0.26,0.13,2033-02-14,Online,Corporate
North,P3499,978.33,56,56.2,0.08,0.35,2033-02-15,Online,Retail
West,P7268,661.46,26,82.47,0.1,0.05,2033-02-16,Online,Retail
North,P5043,499.36,9,26.77,0.29,0.08,2033-02-17,Offline,Retail
North,P4279,119.25,75,96.19,0.19,0.38,2033-02-18,Offline,Corporate
Central,P4015,164.58,88,98.59,0.23,0.4,2033-02-19,Wholesale,Small Business
North,P6061,288.92,31,63.8,0.23,0.39,2033-02-20,Offline,Retail
West,P7680,935.87,85,76.3,0.07,0.08,2033-02-21,Offline,Retail
West,P3526,340.97,95,25.9,0.15,0.48,2033-02-22,Offline,Small Business
West,P4280,344.22,84,76.92,0.18,0.46,2033-02-23,Online,Small Business
South,P6084,178.84,68,69.94,0.08,0.05,2033-02-24,Wholesale,Retail
Central,P6419,92.53,29,15.76,0.07,0.4,2033-02-25,Offline,Small Business
East,P8416,300.68,52,93.61,0.22,0.5,2033-02-26,Offline,Small Business
South,P4911,180.46,2,92.21,0.06,0.15,2033-02-27,Offline,Retail
North,P3404,938.56,59,40.37,0.07,0.13,2033-02-28,Online,Retail
West,P3981,693.85,44,66.42,0.04,0.12,2033-03-01,Offline,Small Business
North,P1460,601.95,31,48.64,0.01,0.24,2033-03-02,Wholesale,Corporate
North,P5967,418.35,41,49.39,0.18,0.4,2033-03-03,Online,Retail
West,P1126,522.87,54,72.08,0.1,0.37,2033-03-04,Online,Small Business
South,P4022,821.62,62,63.56,0.05,0.16,2033-03-05,Online,Corporate
West,P9437,573.61,77,25.0,0.25,0.13,2033-03-06,Wholesale,Corporate
West,P2266,530.81,86,42.2,0.1,0.24,2033-03-07,Online,Corporate
Central,P6243,732.03,54,25.72,0.3,0.48,2033-03-08,Offline,Retail
West,P1407,978.46,91,25.25,0.19,0.3,2033-03-09,Offline,Retail
North,P4432,894.57,97,78.61,0.07,0.37,2033-03-10,Online,Retail
South,P7323,721.72,3,65.55,0.06,0.38,2033-03-11,Offline,Corporate
Central,P1953,136.76,70,48.94,0.16,0.31,2033-03-12,Offline,Corporate
West,P1264,96.81,23,45.21,0.07,0.3,2033-03-13,Offline,Corporate
East,P6939,193.16,1,16.66,0.05,0.13,2033-03-14,Online,Small Business
West,P3448,918.29,60,77.32,0.24,0.31,2033-03-15,Wholesale,Small Business
Central,P9936,931.67,70,14.9,0.08,0.38,2033-03-16,Wholesale,Retail
East,P4023,221.06,36,83.81,0.23,0.18,2033-03-17,Wholesale,Corporate
East,P9188,372.62,27,94.98,0.11,0.29,2033-03-18,Wholesale,Retail
East,P9131,572.06,14,17.85,0.07,0.36,2033-03-19,Offline,Retail
East,P9698,834.11,70,95.63,0.22,0.33,2033-03-20,Offline,Small Business
North,P3046,128.17,95,71.32,0.09,0.1,2033-03-21,Offline,Corporate
South,P3439,778.73,33,14.17,0.29,0.06,2033-03-22,Offline,Corporate
South,P2188,193.92,43,31.37,0.15,0.11,2033-03-23,Offline,Retail
Central,P5863,83.4,14,61.5,0.16,0.49,2033-03-24,Offline,Small Business
East,P3888,566.59,70,53.6,0.02,0.13,2033-03-25,Wholesale,Corporate
East,P3855,364.14,14,59.22,0.11,0.34,2033-03-26,Online,Small Business
East,P9332,769.09,57,49.33,0.01,0.45,2033-03-27,Offline,Retail
Central,P3766,101.52,8,42.83,0.17,0.1,2033-03-28,Offline,Corporate
South,P7258,552.8,93,17.06,0.21,0.23,2033-03-29,Online,Corporate
East,P8955,176.45,33,33.45,0.02,0.12,2033-03-30,Offline,Small Business
East,P8348,267.32,50,59.39,0.07,0.31,2033-03-31,Online,Small Business
South,P2277,922.69,1,95.32,0.22,0.34,2033-04-01,Offline,Corporate
East,P5320,538.43,1,24.16,0.24,0.49,2033-04-02,Offline,Retail
South,P6543,426.17,28,61.47,0.16,0.22,2033-04-03,Wholesale,Corporate
Central,P9115,997.79,69,25.61,0.01,0.09,2033-04-04,Offline,Retail
East,P7406,527.39,2,20.7,0.06,0.17,2033-04-05,Online,Retail
South,P9125,664.52,42,19.9,0.18,0.34,2033-04-06,Wholesale,Retail
West,P3882,698.54,90,44.16,0.07,0.3,2033-04-07,Wholesale,Corporate
West,P8241,470.8,61,61.37,0.24,0.24,2033-04-08,Online,Retail
South,P4160,879.8,50,68.12,0.25,0.1,2033-04-09,Wholesale,Retail
East,P2553,151.07,73,27.37,0.06,0.15,2033-04-10,Online,Corporate
East,P8101,127.94,78,18.44,0.27,0.2,2033-04-11,Offline,Small Business
Central,P7604,636.33,75,96.74,0.23,0.22,2033-04-12,Online,Small Business
West,P4068,582.65,33,40.59,0.21,0.21,2033-04-13,Offline,Retail
West,P5770,998.51,59,81.77,0.12,0.48,2033-04-14,Wholesale,Corporate
South,P4338,406.29,8,25.06,0.26,0.33,2033-04-15,Wholesale,Retail
North,P4143,697.29,30,53.27,0.26,0.46,2033-04-16,Online,Small Business
East,P4467,222.53,80,26.17,0.28,0.24,2033-04-17,Offline,Retail
West,P1099,730.4,35,56.0,0.09,0.41,2033-04-18,Wholesale,Small Business
East,P4388,986.51,25,19.68,0.29,0.16,2033-04-19,Offline,Small Business
Central,P6953,300.13,42,6.04,0.19,0.15,2033-04-20,Offline,Corporate
North,P4671,974.05,17,86.6,0.29,0.3,2033-04-21,Online,Small Business
East,P6466,417.13,66,42.7,0.1,0.3,2033-04-22,Online,Corporate
Central,P1974,486.41,82,21.08,0.11,0.13,2033-04-23,Wholesale,Small Business
Central,P6998,529.31,88,35.26,0.09,0.5,2033-04-24,Online,Small Business
West,P3147,231.75,70,73.59,0.14,0.36,2033-04-25,Offline,Small Business
North,P6988,437.2,97,45.39,0.25,0.16,2033-04-26,Wholesale,Corporate
East,P7764,136.91,33,14.33,0.25,0.45,2033-04-27,Offline,Retail
West,P1653,705.18,21,95.69,0.28,0.45,2033-04-28,Wholesale,Small Business
North,P1212,667.85,36,65.58,0.3,0.45,2033-04-29,Offline,Small Business
Central,P4593,387.13,44,72.04,0.13,0.19,2033-04-30,Offline,Retail
East,P8755,450.92,65,92.0,0.24,0.18,2033-05-01,Offline,Corporate
North,P8336,609.53,3,59.05,0.07,0.26,2033-05-02,Wholesale,Small Business
South,P1508,95.33,39,6.57,0.2,0.29,2033-05-03,Online,Small Business
West,P4676,826.74,44,50.2,0.17,0.2,2033-05-04,Online,Retail
North,P3099,858.1,61,23.35,0.04,0.2,2033-05-05,Offline,Corporate
North,P7036,603.72,66,24.83,0.02,0.08,2033-05-06,Online,Small Business
Central,P2736,878.69,22,40.36,0.18,0.38,2033-05-07,Wholesale,Retail
Central,P6515,246.52,26,96.25,0.11,0.12,2033-05-08,Online,Corporate
South,P6511,452.73,26,47.85,0.24,0.28,2033-05-09,Wholesale,Small Business
North,P1332,953.09,77,7.76,0.3,0.22,2033-05-10,Online,Small Business
Central,P9447,620.88,49,6.3,0.08,0.46,2033-05-11,Offline,Corporate
South,P2425,261.36,56,62.6,0.0,0.06,2033-05-12,Offline,Small Business
South,P2021,772.49,18,66.31,0.27,0.06,2033-05-13,Wholesale,Retail
Central,P5333,608.41,70,49.28,0.11,0.45,2033-05-14,Online,Retail
West,P5110,107.02,97,84.28,0.07,0.07,2033-05-15,Wholesale,Retail
South,P1874,556.51,81,49.4,0.12,0.36,2033-05-16,Wholesale,Retail
South,P9561,933.82,30,43.96,0.21,0.26,2033-05-17,Online,Small Business
East,P4755,711.06,16,22.01,0.25,0.37,2033-05-18,Offline,Small Business
South,P1158,818.44,16,64.25,0.08,0.2,2033-05-19,Offline,Small Business
West,P3574,787.0,3,69.85,0.19,0.29,2033-05-20,Wholesale,Retail
East,P5095,379.17,46,82.63,0.28,0.34,2033-05-21,Wholesale,Corporate
East,P4554,742.65,37,13.34,0.2,0.27,2033-05-22,Wholesale,Corporate
Central,P9163,814.54,55,7.25,0.3,0.26,2033-05-23,Offline,Corporate
West,P6234,345.87,20,68.53,0.18,0.26,2033-05-24,Online,Corporate
West,P6055,581.14,86,64.14,0.06,0.37,2033-05-25,Online,Small Business
East,P8194,57.34,97,50.0,0.28,0.27,2033-05-26,Wholesale,Retail
West,P1731,294.45,86,12.87,0.05,0.29,2033-05-27,Offline,Retail
East,P3941,656.45,56,11.16,0.24,0.11,2033-05-28,Online,Retail
Central,P8378,905.22,76,29.5,0.08,0.13,2033-05-29,Wholesale,Retail
Central,P6546,130.57,77,21.38,0.15,0.28,2033-05-30,Wholesale,Corporate
East,P8971,64.28,37,69.07,0.29,0.43,2033-05-31,Wholesale,Small Business
Central,P3763,440.18,25,61.96,0.23,0.29,2033-06-01,Offline,Retail
Central,P1009,89.58,63,43.12,0.29,0.23,2033-06-02,Wholesale,Corporate
East,P1833,399.13,86,33.33,0.06,0.09,2033-06-03,Offline,Corporate
North,P6578,160.5,87,43.28,0.17,0.1,2033-06-04,Online,Corporate
West,P8916,435.92,41,76.0,0.17,0.45,2033-06-05,Online,Retail
West,P7545,292.36,29,68.1,0.14,0.24,2033-06-06,Online,Retail
South,P4664,919.9,23,33.87,0.19,0.16,2033-06-07,Offline,Corporate
South,P8953,131.77,1,42.55,0.03,0.33,2033-06-08,Wholesale,Corporate
South,P4285,956.79,79,10.07,0.04,0.27,2033-06-09,Online,Small Business
East,P6868,923.16,17,67.35,0.1,0.41,2033-06-10,Online,Corporate
North,P6115,517.44,94,55.4,0.27,0.41,2033-06-11,Offline,Small Business
Central,P9397,381.0,3,10.52,0.23,0.5,2033-06-12,Wholesale,Small Business
South,P3857,848.98,56,54.05,0.16,0.23,2033-06-13,Offline,Corporate
East,P9310,547.06,39,68.03,0.15,0.49,2033-06-14,Offline,Retail
South,P4244,979.26,90,95.35,0.14,0.38,2033-06-15,Online,Small Business
Central,P9955,334.82,32,80.31,0.04,0.12,2033-06-16,Offline,Small Business
East,P6575,847.11,43,42.67,0.23,0.25,2033-06-17,Online,Retail
South,P5014,499.39,17,11.65,0.09,0.42,2033-06-18,Wholesale,Corporate
East,P9490,382.52,21,41.95,0.24,0.3,2033-06-19,Online,Corporate
North,P8549,293.21,19,66.44,0.27,0.23,2033-06-20,Offline,Small Business
South,P5158,545.06,19,49.06,0.15,0.46,2033-06-21,Offline,Corporate
Central,P1039,550.81,76,17.14,0.06,0.48,2033-06-22,Online,Retail
East,P8204,946.55,38,20.91,0.08,0.44,2033-06-23,Offline,Small Business
Central,P3922,233.34,67,97.13,0.23,0.29,2033-06-24,Online,Corporate
South,P2512,487.56,94,74.37,0.1,0.24,2033-06-25,Online,Retail
East,P1916,356.52,81,54.75,0.25,0.22,2033-06-26,Offline,Retail
East,P9585,996.89,84,70.9,0.08,0.42,2033-06-27,Offline,Corporate
South,P4660,896.28,94,33.2,0.16,0.34,2033-06-28,Offline,Small Business
West,P2778,351.91,59,73.01,0.12,0.07,2033-06-29,Offline,Corporate
East,P7000,313.51,64,92.66,0.19,0.2,2033-06-30,Online,Retail
East,P1583,564.51,51,58.04,0.01,0.41,2033-07-01,Wholesale,Corporate
East,P6129,887.4,69,84.66,0.26,0.35,2033-07-02,Wholesale,Corporate
North,P4473,690.73,86,49.9,0.1,0.39,2033-07-03,Offline,Corporate
North,P7392,81.3,41,47.9,0.15,0.46,2033-07-04,Online,Retail
East,P2514,879.23,16,95.84,0.2,0.23,2033-07-05,Wholesale,Small Business
North,P5849,828.8,84,61.12,0.05,0.09,2033-07-06,Online,Retail
South,P7538,983.69,82,59.4,0.09,0.1,2033-07-07,Online,Corporate
Central,P1117,637.77,33,99.29,0.01,0.49,2033-07-08,Wholesale,Small Business
North,P6424,617.67,46,67.13,0.09,0.34,2033-07-09,Offline,Corporate
South,P2375,764.5,3,5.14,0.29,0.48,2033-07-10,Wholesale,Small Business
Central,P5177,70.02,31,29.84,0.21,0.36,2033-07-11,Wholesale,Retail
North,P3501,426.44,57,5.99,0.18,0.13,2033-07-12,Offline,Small Business
South,P9750,447.06,62,13.42,0.26,0.07,2033-07-13,Online,Retail
North,P9680,115.47,47,24.45,0.1,0.2,2033-07-14,Offline,Small Business
East,P3623,257.74,30,73.45,0.21,0.05,2033-07-15,Offline,Corporate
East,P2880,848.32,75,15.79,0.11,0.47,2033-07-16,Offline,Corporate
West,P5954,984.49,59,14.58,0.15,0.11,2033-07-17,Wholesale,Retail
East,P2519,609.77,57,23.42,0.13,0.47,2033-07-18,Online,Corporate
West,P1395,891.16,33,87.93,0.15,0.24,2033-07-19,Offline,Small Business
Central,P9796,687.1,21,62.94,0.09,0.33,2033-07-20,Offline,Small Business
South,P7869,461.6,23,25.34,0.18,0.32,2033-07-21,Wholesale,Small Business
West,P2431,730.62,43,33.39,0.2,0.18,2033-07-22,Online,Corporate
South,P8651,59.86,3,71.31,0.07,0.32,2033-07-23,Wholesale,Retail
East,P8215,557.08,12,78.88,0.25,0.45,2033-07-24,Wholesale,Retail
West,P7496,263.75,92,16.18,0.04,0.45,2033-07-25,Offline,Corporate
East,P7839,894.98,36,72.15,0.18,0.19,2033-07-26,Offline,Small Business
North,P8698,948.29,51,5.6,0.01,0.17,2033-07-27,Offline,Retail
West,P6808,759.39,88,74.92,0.04,0.08,2033-07-28,Offline,Small Business
Central,P3473,546.07,87,51.91,0.15,0.34,2033-07-29,Online,Retail
South,P2235,653.13,2,24.03,0.19,0.1,2033-07-30,Online,Corporate
North,P2405,367.54,20,60.82,0.03,0.33,2033-07-31,Offline,Small Business
Central,P7473,897.64,2,44.26,0.05,0.34,2033-08-01,Online,Corporate
Central,P1141,359.27,76,40.27,0.16,0.33,2033-08-02,Online,Small Business
South,P3608,762.57,60,67.92,0.13,0.23,2033-08-03,Wholesale,Corporate
East,P6134,426.46,98,6.45,0.2,0.45,2033-08-04,Online,Small Business
South,P8412,687.01,71,75.24,0.0,0.15,2033-08-05,Online,Small Business
Central,P5596,491.16,84,13.29,0.3,0.05,2033-08-06,Online,Retail
Central,P1829,328.09,38,27.33,0.19,0.22,2033-08-07,Wholesale,Retail
West,P1878,805.86,27,32.79,0.07,0.43,2033-08-08,Wholesale,Retail
North,P9984,653.64,99,54.94,0.15,0.17,2033-08-09,Online,Corporate
North,P2626,548.94,93,45.2,0.2,0.25,2033-08-10,Offline,Small Business
West,P3107,231.73,67,78.61,0.08,0.25,2033-08-11,Offline,Retail
North,P1998,517.78,5,28.7,0.16,0.36,2033-08-12,Offline,Retail
South,P1529,777.01,11,38.04,0.24,0.15,2033-08-13,Wholesale,Retail
West,P3590,894.81,47,58.23,0.04,0.21,2033-08-14,Online,Small Business
Central,P7511,851.96,63,64.05,0.02,0.15,2033-08-15,Wholesale,Retail
South,P6039,521.89,93,74.06,0.21,0.19,2033-08-16,Online,Small Business
South,P7863,393.64,63,57.42,0.15,0.46,2033-08-17,Wholesale,Corporate
West,P5869,601.92,69,33.73,0.22,0.24,2033-08-18,Offline,Corporate
South,P7124,632.83,55,49.79,0.13,0.45,2033-08-19,Offline,Small Business
West,P4384,717.97,85,38.27,0.12,0.19,2033-08-20,Online,Corporate
North,P1396,690.21,42,42.13,0.23,0.4,2033-08-21,Online,Retail
South,P1253,795.33,68,38.51,0.2,0.33,2033-08-22,Online,Small Business
North,P5028,674.34,95,86.79,0.07,0.14,2033-08-23,Wholesale,Retail
East,P6450,272.0,57,27.48,0.15,0.27,2033-08-24,Online,Retail
East,P3467,142.72,25,88.46,0.12,0.49,2033-08-25,Wholesale,Small Business
West,P5547,282.38,17,43.11,0.14,0.32,2033-08-26,Wholesale,Corporate
West,P5318,400.1,12,39.86,0.01,0.2,2033-08-27,Wholesale,Corporate
South,P4514,994.58,64,25.29,0.2,0.48,2033-08-28,Wholesale,Retail
Central,P1737,442.42,65,55.76,0.09,0.11,2033-08-29,Online,Small Business
North,P3751,796.3,59,46.57,0.1,0.07,2033-08-30,Online,Small Business
Central,P1942,802.39,23,36.19,0.06,0.11,2033-08-31,Offline,Retail
North,P1834,385.06,92,18.94,0.01,0.39,2033-09-01,Online,Corporate
North,P9785,995.34,74,14.26,0.15,0.46,2033-09-02,Online,Retail
North,P1802,144.4,95,78.72,0.18,0.46,2033-09-03,Wholesale,Small Business
East,P1313,940.68,92,84.59,0.08,0.21,2033-09-04,Wholesale,Small Business
North,P3806,431.99,65,42.22,0.18,0.22,2033-09-05,Wholesale,Corporate
East,P2084,194.41,7,23.83,0.29,0.49,2033-09-06,Online,Small Business
Central,P6197,400.4,8,37.61,0.16,0.1,2033-09-07,Offline,Corporate
North,P2435,967.51,7,83.89,0.09,0.13,2033-09-08,Offline,Retail
East,P8773,806.27,75,54.03,0.14,0.41,2033-09-09,Wholesale,Retail
West,P3360,83.63,4,79.21,0.21,0.21,2033-09-10,Wholesale,Retail
North,P1368,486.8,25,20.11,0.01,0.28,2033-09-11,Online,Retail
West,P6336,189.36,46,67.88,0.1,0.19,2033-09-12,Offline,Small Business
North,P8305,547.0,59,15.15,0.09,0.24,2033-09-13,Offline,Retail
East,P2874,682.11,49,62.74,0.03,0.46,2033-09-14,Offline,Retail
West,P6840,198.47,72,66.56,0.13,0.28,2033-09-15,Offline,Corporate
Central,P8776,393.05,5,83.57,0.19,0.39,2033-09-16,Wholesale,Retail
East,P3078,904.48,9,83.82,0.18,0.24,2033-09-17,Offline,Corporate
North,P6524,433.08,49,82.38,0.11,0.32,2033-09-18,Online,Corporate
Central,P1385,298.47,17,37.68,0.09,0.35,2033-09-19,Online,Corporate
West,P2326,397.5,70,30.86,0.17,0.25,2033-09-20,Wholesale,Corporate
Central,P8503,856.91,76,27.79,0.22,0.1,2033-09-21,Online,Small Business
North,P8143,719.38,58,38.39,0.05,0.43,2033-09-22,Offline,Small Business
South,P3058,958.52,76,28.22,0.11,0.46,2033-09-23,Online,Small Business
South,P3146,354.63,94,79.13,0.16,0.3,2033-09-24,Wholesale,Retail
Central,P3669,681.59,67,76.16,0.03,0.26,2033-09-25,Offline,Retail
Central,P2394,599.19,85,83.51,0.06,0.5,2033-09-26,Online,Retail
South,P2556,428.67,33,25.7,0.04,0.2,2033-09-27,Online,Small Business
West,P4830,372.92,78,96.08,0.01,0.26,2033-09-28,Offline,Corporate
North,P8724,393.66,85,95.88,0.07,0.4,2033-09-29,Offline,Corporate
South,P8082,143.02,40,88.54,0.22,0.41,2033-09-30,Wholesale,Retail
West,P6210,446.82,82,13.9,0.14,0.16,2033-10-01,Offline,Corporate
South,P1961,906.96,20,39.39,0.15,0.29,2033-10-02,Online,Retail
East,P7967,406.9,2,20.63,0.1,0.11,2033-10-03,Offline,Small Business
North,P7095,113.09,60,91.62,0.03,0.27,2033-10-04,Wholesale,Small Business
Central,P8249,723.35,16,61.55,0.16,0.19,2033-10-05,Offline,Corporate
West,P3599,437.79,79,11.4,0.02,0.4,2033-10-06,Wholesale,Small Business
East,P2887,229.18,94,96.59,0.25,0.33,2033-10-07,Wholesale,Retail
East,P4739,395.22,9,34.49,0.08,0.21,2033-10-08,Online,Retail
East,P2612,975.35,27,73.66,0.28,0.49,2033-10-09,Wholesale,Small Business
East,P7204,958.1,67,94.07,0.08,0.43,2033-10-10,Online,Small Business
Central,P6285,641.46,27,41.66,0.07,0.31,2033-10-11,Online,Corporate
West,P5720,560.15,10,6.91,0.0,0.33,2033-10-12,Offline,Small Business
West,P5740,870.83,48,76.66,0.2,0.31,2033-10-13,Wholesale,Small Business
South,P8189,520.31,14,44.32,0.14,0.14,2033-10-14,Online,Corporate
Central,P5575,450.63,83,15.26,0.15,0.4,2033-10-15,Offline,Corporate
South,P6548,965.92,32,24.58,0.0,0.13,2033-10-16,Online,Retail
West,P4420,261.8,47,72.57,0.02,0.09,2033-10-17,Offline,Retail
Central,P6567,509.6,41,51.56,0.16,0.19,2033-10-18,Offline,Retail
South,P5398,329.74,97,23.84,0.11,0.45,2033-10-19,Wholesale,Small Business
East,P8280,318.16,31,56.88,0.04,0.1,2033-10-20,Online,Small Business
East,P5739,748.2,19,87.11,0.2,0.21,2033-10-21,Wholesale,Retail
Central,P8116,937.51,57,34.32,0.14,0.19,2033-10-22,Wholesale,Corporate
Central,P2788,71.72,50,27.52,0.28,0.38,2033-10-23,Wholesale,Retail
Central,P3604,249.98,77,18.85,0.28,0.42,2033-10-24,Wholesale,Corporate
West,P7372,495.99,34,30.96,0.22,0.11,2033-10-25,Online,Retail
North,P6690,732.2,72,68.35,0.01,0.12,2033-10-26,Online,Retail
East,P9590,182.54,38,61.45,0.26,0.19,2033-10-27,Wholesale,Small Business
East,P7206,364.61,29,21.69,0.11,0.3,2033-10-28,Wholesale,Corporate
West,P2316,106.36,48,90.48,0.29,0.5,2033-10-29,Online,Small Business
North,P1620,859.67,17,62.03,0.2,0.21,2033-10-30,Online,Retail
North,P8776,91.37,21,95.74,0.29,0.31,2033-10-31,Wholesale,Small Business
South,P7376,375.53,92,48.64,0.17,0.1,2033-11-01,Offline,Small Business
West,P3990,477.12,95,92.7,0.12,0.25,2033-11-02,Wholesale,Corporate
North,P8644,985.38,8,29.4,0.14,0.37,2033-11-03,Online,Retail
East,P3782,261.38,49,37.91,0.18,0.2,2033-11-04,Offline,Corporate
West,P2190,871.15,65,90.96,0.29,0.12,2033-11-05,Offline,Corporate
East,P8576,837.71,17,20.18,0.04,0.26,2033-11-06,Online,Small Business
East,P4161,507.68,36,92.18,0.23,0.41,2033-11-07,Online,Corporate
Central,P4905,752.02,35,41.35,0.16,0.18,2033-11-08,Online,Small Business
East,P3999,534.47,65,91.46,0.23,0.24,2033-11-09,Offline,Corporate
East,P4168,566.86,92,53.51,0.15,0.34,2033-11-10,Offline,Corporate
West,P9072,149.98,3,79.03,0.03,0.43,2033-11-11,Online,Retail
East,P7731,167.93,39,69.25,0.12,0.25,2033-11-12,Online,Small Business
North,P9765,992.15,82,10.99,0.07,0.5,2033-11-13,Wholesale,Corporate
Central,P7803,818.46,81,87.93,0.11,0.06,2033-11-14,Online,Retail
East,P7126,505.68,61,37.41,0.01,0.43,2033-11-15,Online,Corporate
South,P2428,548.92,40,89.69,0.24,0.49,2033-11-16,Offline,Corporate
Central,P9351,794.01,57,17.46,0.04,0.4,2033-11-17,Online,Small Business
West,P4437,977.94,54,22.65,0.23,0.18,2033-11-18,Offline,Small Business
North,P7783,636.69,48,6.77,0.25,0.44,2033-11-19,Offline,Small Business
North,P9997,287.7,26,65.37,0.1,0.41,2033-11-20,Wholesale,Corporate
North,P1504,103.55,45,43.04,0.28,0.41,2033-11-21,Wholesale,Corporate
Central,P5255,84.54,12,55.88,0.15,0.46,2033-11-22,Offline,Small Business
East,P7300,875.76,83,68.13,0.04,0.42,2033-11-23,Offline,Retail
West,P2525,979.22,45,92.42,0.18,0.29,2033-11-24,Online,Corporate
West,P6693,568.22,93,7.52,0.23,0.22,2033-11-25,Online,Small Business
West,P4779,988.04,61,43.01,0.16,0.43,2033-11-26,Online,Corporate
South,P3986,392.78,58,57.05,0.18,0.29,2033-11-27,Online,Retail
South,P3463,810.44,79,98.77,0.23,0.16,2033-11-28,Online,Corporate
West,P4537,566.83,8,53.91,0.25,0.14,2033-11-29,Online,Small Business
East,P8546,635.74,34,36.31,0.11,0.26,2033-11-30,Wholesale,Retail
South,P2857,783.23,27,64.34,0.15,0.18,2033-12-01,Offline,Retail
West,P3784,237.8,10,24.85,0.21,0.25,2033-12-02,Wholesale,Retail
East,P5817,922.88,4,43.16,0.04,0.11,2033-12-03,Offline,Small Business
Central,P7694,545.69,69,15.0,0.03,0.11,2033-12-04,Offline,Small Business
North,P7577,60.03,35,50.49,0.24,0.27,2033-12-05,Online,Retail
North,P5177,792.01,61,20.79,0.02,0.44,2033-12-06,Wholesale,Small Business
Central,P5107,343.22,46,27.33,0.11,0.19,2033-12-07,Online,Retail
West,P9133,155.7,70,58.43,0.21,0.24,2033-12-08,Online,Retail
East,P8513,152.51,40,53.68,0.26,0.16,2033-12-09,Online,Retail
South,P6213,432.99,47,44.69,0.2,0.05,2033-12-10,Online,Retail
West,P6811,195.97,39,14.73,0.02,0.14,2033-12-11,Wholesale,Small Business
